>>> STAGE 1: Encoder Pre-training
>> Collecting 10000 steps of data...
Stage 1 | Step 0 | Loss: 0.76763 | Best: 0.76763
[DEBUG Step 6500]
--------------------------------------------------
1. True q (Leader):   [ 0.002 -0.787  0.001 -2.338  0.006  1.563  0.785]
2. Pred q (Encoder):  [ 0.001 -0.731  0.002 -2.347  0.013  1.617  0.78 ]
3. Remote q (Follow): [-0.316 -0.747  0.253 -2.228 -0.03   1.576  0.684]
4. RL Torque:         [-21.795  22.259  11.84  -38.747  -8.112   0.335  -4.475]
5. Actor Loss:        -21.8097
6. Critic Loss:       3.5905
7. BC Loss:           0.2283
8. Pred Loss:         0.0628
--------------------------------------------------
Step 6531 | Episode Finish | Reward: 81.4 | EARLY STOP
Step 6593 | Episode Finish | Reward: 59.6 | EARLY STOP

[DEBUG Step 6600]
--------------------------------------------------
1. True q (Leader):   [ 0.    -0.785  0.    -2.356  0.     1.571  0.785]
2. Pred q (Encoder):  [ 0.005 -0.743  0.001 -2.367  0.026  1.637  0.787]
3. Remote q (Follow): [-0.013 -0.779  0.002 -2.344 -0.001  1.564  0.789]
4. RL Torque:         [-32.915  50.775  -8.885  30.357   8.565  -0.057  -5.03 ]
5. Actor Loss:        -21.9128
6. Critic Loss:       5.6150
7. BC Loss:           0.2206
8. Pred Loss:         0.0608
--------------------------------------------------
Step 6653 | Episode Finish | Reward: 58.4 | EARLY STOP

[DEBUG Step 6700]
--------------------------------------------------
1. True q (Leader):   [ 0.001 -0.787  0.001 -2.34   0.003  1.558  0.785]
2. Pred q (Encoder):  [-0.004 -0.74   0.003 -2.363  0.006  1.629  0.789]
3. Remote q (Follow): [ 0.05  -0.759  0.002 -2.244 -0.059  1.623  0.563]
4. RL Torque:         [-59.767  48.056   4.296 -35.741   2.735   7.859   2.337]
5. Actor Loss:        -21.9696
6. Critic Loss:       7.6484
7. BC Loss:           0.2312
8. Pred Loss:         0.0590
--------------------------------------------------
Step 6740 | Episode Finish | Reward: 86.0 | EARLY STOP

[DEBUG Step 6800]
--------------------------------------------------
1. True q (Leader):   [ 0.003 -0.786  0.002 -2.335  0.012  1.574  0.786]
2. Pred q (Encoder):  [ 0.006 -0.75   0.002 -2.389  0.031  1.624  0.809]
3. Remote q (Follow): [-0.474 -0.704  0.262 -2.351  0.065  1.821  0.54 ]
4. RL Torque:         [ 32.813  22.298 -19.489 -52.672  -4.394  -0.189  -7.331]
5. Actor Loss:        -21.8772
6. Critic Loss:       8.9515
7. BC Loss:           0.2159
8. Pred Loss:         0.0600
--------------------------------------------------
Step 6812 | Episode Finish | Reward: 69.1 | EARLY STOP
Step 6891 | Episode Finish | Reward: 78.9 | EARLY STOP

[DEBUG Step 6900]
--------------------------------------------------
1. True q (Leader):   [ 0.    -0.785  0.    -2.356  0.     1.571  0.785]
2. Pred q (Encoder):  [ 0.006 -0.741  0.002 -2.378  0.016  1.62   0.795]
3. Remote q (Follow): [-0.013 -0.769  0.012 -2.335 -0.004  1.561  0.779]
4. RL Torque:         [  2.958  -6.038 -13.267 -47.523  -4.945   6.34   -1.441]
5. Actor Loss:        -22.1047
6. Critic Loss:       5.0476
7. BC Loss:           0.2154
8. Pred Loss:         0.0591
--------------------------------------------------
Step 6940 | Episode Finish | Reward: 46.5 | EARLY STOP

[DEBUG Step 7000]
--------------------------------------------------
1. True q (Leader):   [ 0.003 -0.786  0.002 -2.335  0.012  1.574  0.786]
2. Pred q (Encoder):  [ 0.004 -0.74   0.005 -2.383  0.017  1.64   0.798]
3. Remote q (Follow): [ 0.395 -0.707 -0.345 -2.125  0.015  1.283  0.601]
4. RL Torque:         [-35.71   40.789   8.29   30.97    1.866   2.268   1.915]
5. Actor Loss:        -22.2493
6. Critic Loss:       6.0484
7. BC Loss:           0.2079
8. Pred Loss:         0.0603
--------------------------------------------------
Step 7007 | Episode Finish | Reward: 69.1 | EARLY STOP
Step 7071 | Episode Finish | Reward: 58.0 | EARLY STOP

[DEBUG Step 7100]
--------------------------------------------------
1. True q (Leader):   [ 0.    -0.787  0.    -2.345 -0.001  1.555  0.785]
2. Pred q (Encoder):  [ 0.003 -0.735  0.003 -2.353  0.019  1.621  0.787]
3. Remote q (Follow): [ 0.057 -0.826 -0.07  -2.33  -0.005  1.551  0.646]
4. RL Torque:         [ 24.141  68.061 -67.236   5.031  -6.665  -4.605  -6.247]
5. Actor Loss:        -22.1492
6. Critic Loss:       7.2935
7. BC Loss:           0.2101
8. Pred Loss:         0.0599
--------------------------------------------------
Step 7161 | Episode Finish | Reward: 85.7 | EARLY STOP

[DEBUG Step 7200]
--------------------------------------------------
1. True q (Leader):   [ 0.    -0.787  0.    -2.344 -0.     1.555  0.785]
2. Pred q (Encoder):  [ 0.004 -0.746  0.003 -2.395  0.029  1.642  0.809]
3. Remote q (Follow): [ 0.132 -0.909 -0.116 -2.551 -0.091  1.772  0.539]
4. RL Torque:         [ 4.382 67.993 30.575 23.894  7.409  1.893 -2.022]
5. Actor Loss:        -22.1727
6. Critic Loss:       5.9132
7. BC Loss:           0.2030
8. Pred Loss:         0.0596
--------------------------------------------------
Step 7224 | Episode Finish | Reward: 56.1 | EARLY STOP
Step 7279 | Episode Finish | Reward: 52.4 | EARLY STOP

[DEBUG Step 7300]
--------------------------------------------------
1. True q (Leader):   [ 0.    -0.786  0.    -2.35  -0.     1.563  0.785]
2. Pred q (Encoder):  [ 0.008 -0.76   0.006 -2.42   0.036  1.664  0.817]
3. Remote q (Follow): [ 0.051 -0.802 -0.044 -2.353  0.011  1.572  0.768]
4. RL Torque:         [-17.27  -78.386  -4.438 -28.887   4.684   3.014  -2.15 ]
5. Actor Loss:        -22.2388
6. Critic Loss:       7.8434
7. BC Loss:           0.1929
8. Pred Loss:         0.0628
--------------------------------------------------
Step 7368 | Episode Finish | Reward: 87.3 | EARLY STOP

[DEBUG Step 7400]
--------------------------------------------------
1. True q (Leader):   [ 0.    -0.787  0.    -2.345 -0.001  1.555  0.785]
2. Pred q (Encoder):  [ 0.002 -0.742  0.003 -2.388  0.02   1.651  0.798]
3. Remote q (Follow): [-0.038 -0.801  0.03  -2.319 -0.055  1.601  0.744]
4. RL Torque:         [ 41.384 -28.368 -44.789 -10.134   3.851   4.031   2.371]
5. Actor Loss:        -22.3252
6. Critic Loss:       2.6887
7. BC Loss:           0.2029
8. Pred Loss:         0.0584
--------------------------------------------------
Step 7441 | Episode Finish | Reward: 75.8 | EARLY STOP

[DEBUG Step 7500]
--------------------------------------------------
1. True q (Leader):   [ 0.003 -0.786  0.002 -2.336  0.011  1.573  0.786]
2. Pred q (Encoder):  [ 0.008 -0.743  0.003 -2.367  0.029  1.641  0.794]
3. Remote q (Follow): [-0.212 -1.027  0.049 -2.366 -0.092  1.624  0.279]
4. RL Torque:         [ 28.136 -52.497  30.098   8.345   5.912   0.622  -5.1  ]
5. Actor Loss:        -22.3076
6. Critic Loss:       8.0872
7. BC Loss:           0.1880
8. Pred Loss:         0.0575
--------------------------------------------------
Step 7517 | Episode Finish | Reward: 72.8 | EARLY STOP
Step 7588 | Episode Finish | Reward: 67.0 | EARLY STOP

[DEBUG Step 7600]
--------------------------------------------------
1. True q (Leader):   [ 0.    -0.785  0.    -2.356  0.     1.571  0.785]
2. Pred q (Encoder):  [ 0.005 -0.744  0.005 -2.384  0.018  1.637  0.802]
3. Remote q (Follow): [ 0.011 -0.797 -0.006 -2.355 -0.005  1.578  0.743]
4. RL Torque:         [ -9.858 -39.089 -13.297 -17.943  -2.168  -3.341   2.096]
5. Actor Loss:        -22.3720
6. Critic Loss:       4.5196
7. BC Loss:           0.1904
8. Pred Loss:         0.0578
--------------------------------------------------
Step 7669 | Episode Finish | Reward: 76.1 | EARLY STOP

[DEBUG Step 7700]
--------------------------------------------------
1. True q (Leader):   [ 0.    -0.787  0.    -2.345 -0.001  1.555  0.785]
2. Pred q (Encoder):  [ 0.014 -0.758  0.005 -2.412  0.036  1.641  0.812]
3. Remote q (Follow): [ 0.166 -0.864 -0.171 -2.365 -0.05   1.602  0.632]
4. RL Torque:         [-30.176  -3.883 -83.712 -32.211  -0.361   4.309  -3.643]
5. Actor Loss:        -22.5088
6. Critic Loss:       3.9096
7. BC Loss:           0.1838
8. Pred Loss:         0.0602
--------------------------------------------------
Step 7729 | Episode Finish | Reward: 55.0 | EARLY STOP
Step 7779 | Episode Finish | Reward: 46.7 | EARLY STOP

[DEBUG Step 7800]
--------------------------------------------------
1. True q (Leader):   [ 0.    -0.786  0.    -2.35  -0.     1.563  0.785]
2. Pred q (Encoder):  [ 0.01  -0.747  0.006 -2.394  0.021  1.631  0.811]
3. Remote q (Follow): [ 0.048 -0.747 -0.059 -2.342  0.022  1.634  0.732]
4. RL Torque:         [ 17.84  -60.788 -29.623  17.483  -0.652   5.167  -2.015]
5. Actor Loss:        -22.3073
6. Critic Loss:       6.4446
7. BC Loss:           0.1937
8. Pred Loss:         0.0564
--------------------------------------------------
Step 7841 | Episode Finish | Reward: 57.6 | EARLY STOP

[DEBUG Step 7900]
--------------------------------------------------
1. True q (Leader):   [ 0.003 -0.786  0.002 -2.336  0.011  1.573  0.786]
2. Pred q (Encoder):  [ 0.014 -0.758  0.01  -2.413  0.028  1.653  0.82 ]
3. Remote q (Follow): [ 0.362 -1.062 -0.531 -2.296  0.14   1.815  0.572]
4. RL Torque:         [-25.26   22.107 -16.603  -1.237   1.934  -1.972  -0.94 ]
5. Actor Loss:        -22.5677
6. Critic Loss:       4.5411
7. BC Loss:           0.1812
8. Pred Loss:         0.0592
--------------------------------------------------
Step 7909 | Episode Finish | Reward: 64.7 | EARLY STOP
Step 7964 | Episode Finish | Reward: 50.7 | EARLY STOP

[DEBUG Step 8000]
--------------------------------------------------
1. True q (Leader):   [ 0.    -0.787  0.    -2.345 -0.001  1.555  0.785]
2. Pred q (Encoder):  [ 0.011 -0.756  0.009 -2.408  0.023  1.65   0.818]
3. Remote q (Follow): [ 0.04  -0.817 -0.283 -2.277  0.173  1.6    0.417]
4. RL Torque:         [ 14.049 -12.714 -43.291  17.633   1.583   2.104  -0.521]
5. Actor Loss:        -22.6311
6. Critic Loss:       7.5720
7. BC Loss:           0.1934
8. Pred Loss:         0.0598
--------------------------------------------------
Step 8017 | Episode Finish | Reward: 49.8 | EARLY STOP
Step 8068 | Episode Finish | Reward: 46.7 | EARLY STOP

[DEBUG Step 8100]
--------------------------------------------------
1. True q (Leader):   [ 0.    -0.787  0.    -2.345 -0.001  1.555  0.785]
2. Pred q (Encoder):  [ 0.01  -0.746  0.005 -2.375  0.018  1.622  0.802]
3. Remote q (Follow): [ 0.063 -0.879 -0.285 -2.359  0.028  1.591  0.684]
4. RL Torque:         [ -5.578 -34.49  -46.289   8.454  -0.109  -0.354  -3.738]
5. Actor Loss:        -22.8391
6. Critic Loss:       5.5681
7. BC Loss:           0.1981
8. Pred Loss:         0.0573
--------------------------------------------------
Step 8127 | Episode Finish | Reward: 57.3 | EARLY STOP
Step 8179 | Episode Finish | Reward: 49.4 | EARLY STOP

[DEBUG Step 8200]
--------------------------------------------------
1. True q (Leader):   [ 0.    -0.786  0.    -2.35  -0.     1.563  0.785]
2. Pred q (Encoder):  [-0.001 -0.714 -0.002 -2.303  0.005  1.584  0.765]
3. Remote q (Follow): [ 0.105 -0.824 -0.128 -2.389  0.017  1.657  0.714]
4. RL Torque:         [ 11.285  31.534 -28.644   1.887   3.038   1.46   -5.322]
5. Actor Loss:        -22.5759
6. Critic Loss:       7.6140
7. BC Loss:           0.1913
8. Pred Loss:         0.0565
--------------------------------------------------
Step 8230 | Episode Finish | Reward: 45.8 | EARLY STOP
Step 8281 | Episode Finish | Reward: 48.4 | EARLY STOP

[DEBUG Step 8300]
--------------------------------------------------
1. True q (Leader):   [ 0.    -0.786  0.    -2.353 -0.     1.566  0.785]
2. Pred q (Encoder):  [-0.001 -0.722 -0.004 -2.317  0.011  1.591  0.767]
3. Remote q (Follow): [ 0.117 -0.798 -0.129 -2.367  0.008  1.586  0.767]
4. RL Torque:         [-19.811  25.387 -57.76   17.634   0.742   2.66    0.699]
5. Actor Loss:        -22.7651
6. Critic Loss:       8.8272
7. BC Loss:           0.1933
8. Pred Loss:         0.0587
--------------------------------------------------
Step 8348 | Episode Finish | Reward: 64.7 | EARLY STOP

[DEBUG Step 8400]
--------------------------------------------------
1. True q (Leader):   [ 0.002 -0.787  0.001 -2.338  0.006  1.563  0.785]
2. Pred q (Encoder):  [ 0.001 -0.732 -0.002 -2.322  0.019  1.599  0.778]
3. Remote q (Follow): [ 0.495 -1.135 -0.724 -2.408 -0.079  1.894  0.684]
4. RL Torque:         [ -5.091  30.283 -53.308  21.486   1.922   1.236   1.901]
5. Actor Loss:        -22.7399
6. Critic Loss:       3.7665
7. BC Loss:           0.1904
8. Pred Loss:         0.0565
--------------------------------------------------
Step 8400 | Episode Finish | Reward: 46.9 | EARLY STOP
Step 8464 | Episode Finish | Reward: 59.1 | EARLY STOP

[DEBUG Step 8500]
--------------------------------------------------
1. True q (Leader):   [ 0.    -0.787  0.    -2.345 -0.001  1.555  0.785]
2. Pred q (Encoder):  [ 0.002 -0.728 -0.    -2.335  0.012  1.609  0.784]
3. Remote q (Follow): [ 0.433 -0.84  -0.356 -2.258 -0.109  1.58   0.667]
4. RL Torque:         [ 32.082  -9.987 -22.437  -4.836  -3.16   -4.84   -3.096]
5. Actor Loss:        -22.7599
6. Critic Loss:       7.3388
7. BC Loss:           0.1852
8. Pred Loss:         0.0575
--------------------------------------------------
Step 8517 | Episode Finish | Reward: 48.4 | EARLY STOP
Step 8578 | Episode Finish | Reward: 58.4 | EARLY STOP

[DEBUG Step 8600]
--------------------------------------------------
1. True q (Leader):   [ 0.    -0.787  0.    -2.349 -0.     1.561  0.785]
2. Pred q (Encoder):  [ 0.012 -0.759  0.005 -2.396  0.031  1.627  0.797]
3. Remote q (Follow): [ 0.068 -0.755 -0.036 -2.327 -0.003  1.596  0.702]
4. RL Torque:         [ 9.18  23.609 39.485 -7.565  1.765 -0.68  -6.373]
5. Actor Loss:        -22.7846
6. Critic Loss:       1.9538
7. BC Loss:           0.1691
8. Pred Loss:         0.0591
--------------------------------------------------
Step 8643 | Episode Finish | Reward: 63.4 | EARLY STOP

[DEBUG Step 8700]
--------------------------------------------------
1. True q (Leader):   [ 0.003 -0.786  0.002 -2.336  0.01   1.57   0.785]
2. Pred q (Encoder):  [ 0.004 -0.74  -0.001 -2.364  0.018  1.621  0.78 ]
3. Remote q (Follow): [ 0.562 -0.907 -0.332 -2.476 -0.036  2.057  0.432]
4. RL Torque:         [-32.128 -10.06  -15.697  12.769   0.601  -6.184  -7.471]
5. Actor Loss:        -22.8644
6. Critic Loss:       5.8967
7. BC Loss:           0.1841
8. Pred Loss:         0.0564
--------------------------------------------------
Step 8704 | Episode Finish | Reward: 55.7 | EARLY STOP
Step 8781 | Episode Finish | Reward: 75.1 | EARLY STOP

[DEBUG Step 8800]
--------------------------------------------------
1. True q (Leader):   [ 0.    -0.786  0.    -2.353 -0.     1.566  0.785]
2. Pred q (Encoder):  [ 0.001 -0.737 -0.    -2.348  0.017  1.604  0.78 ]
3. Remote q (Follow): [-0.086 -0.788  0.076 -2.381  0.018  1.651  0.758]
4. RL Torque:         [ 20.313  26.325 -62.642  -7.888   0.995  -1.063  -4.282]
5. Actor Loss:        -22.8705
6. Critic Loss:       6.8344
7. BC Loss:           0.1719
8. Pred Loss:         0.0563
--------------------------------------------------
Step 8842 | Episode Finish | Reward: 57.2 | EARLY STOP
Step 8899 | Episode Finish | Reward: 55.4 | EARLY STOP

[DEBUG Step 8900]
--------------------------------------------------
1. True q (Leader):   [ 0.    -0.785  0.    -2.356  0.     1.571  0.785]
2. Pred q (Encoder):  [ 0.017 -0.778  0.007 -2.455  0.037  1.66   0.821]
3. Remote q (Follow): [-0.    -0.785  0.    -2.356  0.     1.571  0.785]
4. RL Torque:         [-14.623  32.089   9.224 -39.094   4.846   4.695   4.215]
5. Actor Loss:        -22.8570
6. Critic Loss:       7.9920
7. BC Loss:           0.1652
8. Pred Loss:         0.0572
--------------------------------------------------
Step 8946 | Episode Finish | Reward: 43.7 | EARLY STOP

[DEBUG Step 9000]
--------------------------------------------------
1. True q (Leader):   [ 0.002 -0.787  0.001 -2.337  0.007  1.565  0.785]
2. Pred q (Encoder):  [ 0.029 -0.794  0.016 -2.469  0.042  1.681  0.834]
3. Remote q (Follow): [-0.681 -0.781  0.326 -2.511  0.481  1.779  0.724]
4. RL Torque:         [ -2.523 -36.26  -31.913 -17.38   -3.985   5.268  -1.104]
5. Actor Loss:        -23.0568
6. Critic Loss:       6.9494
7. BC Loss:           0.1642
8. Pred Loss:         0.0591
--------------------------------------------------
Step 9003 | Episode Finish | Reward: 55.2 | EARLY STOP
Step 9063 | Episode Finish | Reward: 55.7 | EARLY STOP

[DEBUG Step 9100]
--------------------------------------------------
1. True q (Leader):   [ 0.    -0.787  0.    -2.345 -0.001  1.555  0.785]
2. Pred q (Encoder):  [ 0.072 -0.861  0.058 -2.638  0.101  1.811  0.933]
3. Remote q (Follow): [-0.028 -0.789 -0.055 -2.39   0.249  1.666  0.774]
4. RL Torque:         [-3.74   7.388 41.089 -2.641  4.276 -1.88  -2.691]
5. Actor Loss:        -22.9798
6. Critic Loss:       7.6809
7. BC Loss:           0.1449
8. Pred Loss:         0.0711
--------------------------------------------------
Step 9141 | Episode Finish | Reward: 81.6 | EARLY STOP

[DEBUG Step 9200]
--------------------------------------------------
1. True q (Leader):   [ 0.003 -0.786  0.002 -2.336  0.011  1.573  0.786]
2. Pred q (Encoder):  [ 0.102 -0.856  0.092 -2.608  0.122  1.782  0.923]
3. Remote q (Follow): [-0.144 -0.835  0.002 -2.308  0.646  1.73   0.313]
4. RL Torque:         [ -0.793 -17.145  -1.963   5.068   5.755   1.11   -3.188]
5. Actor Loss:        -23.2346
6. Critic Loss:       7.2008
7. BC Loss:           0.1376
8. Pred Loss:         0.0729
--------------------------------------------------
Step 9207 | Episode Finish | Reward: 68.8 | EARLY STOP
Step 9275 | Episode Finish | Reward: 68.6 | EARLY STOP

[DEBUG Step 9300]
--------------------------------------------------
1. True q (Leader):   [ 0.    -0.787  0.    -2.345 -0.001  1.555  0.785]
2. Pred q (Encoder):  [ 0.081 -0.803  0.067 -2.485  0.082  1.693  0.865]
3. Remote q (Follow): [-0.075 -0.798  0.023 -2.349  0.088  1.61   0.662]
4. RL Torque:         [ 4.517  9.849  6.822 14.24   5.208  1.494 -6.636]
5. Actor Loss:        -23.3103
6. Critic Loss:       5.8176
7. BC Loss:           0.1349
8. Pred Loss:         0.0608
--------------------------------------------------
Step 9343 | Episode Finish | Reward: 67.1 | EARLY STOP

[DEBUG Step 9400]
--------------------------------------------------
1. True q (Leader):   [ 0.003 -0.786  0.002 -2.336  0.01   1.57   0.785]
2. Pred q (Encoder):  [ 0.068 -0.781  0.058 -2.466  0.096  1.717  0.844]
3. Remote q (Follow): [-0.035 -0.826 -0.05  -2.306  0.417  1.743  0.333]
4. RL Torque:         [ 5.257  8.667 10.095  8.375  4.318  1.292 -7.4  ]
5. Actor Loss:        -23.3966
6. Critic Loss:       8.3669
7. BC Loss:           0.1366
8. Pred Loss:         0.0578
--------------------------------------------------
Step 9417 | Episode Finish | Reward: 76.1 | EARLY STOP
Step 9485 | Episode Finish | Reward: 72.9 | EARLY STOP

[DEBUG Step 9500]
--------------------------------------------------
1. True q (Leader):   [ 0.    -0.785  0.    -2.356  0.     1.571  0.785]
2. Pred q (Encoder):  [ 0.057 -0.765  0.043 -2.425  0.078  1.676  0.81 ]
3. Remote q (Follow): [-0.001 -0.792 -0.012 -2.353  0.027  1.593  0.762]
4. RL Torque:         [-14.332  -6.64   -8.037  -1.194  -3.389   3.905  -2.202]
5. Actor Loss:        -23.3493
6. Critic Loss:       7.3405
7. BC Loss:           0.1206
8. Pred Loss:         0.0572
--------------------------------------------------
